>TARGSPHER  spherical target with explicit spacing
8217 = NAT
1.000000  0.000000  0.000000 = A_1 vector
0.000000  1.000000  0.000000 = A_2 vector
1.000000  1.000000  1.000000 = (d_x,d_y,d_z)/d
-40.5 -40.5 -40.5 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 1,1,1
    JA   IX   IY   IZ ICOMP(x,y,z)
   761  33  44  34 1 1 1
   762  33  44  35 1 1 1
   763  33  44  36 1 1 1
   764  33  44  37 1 1 1
   765  33  44  38 1 1 1
   766  33  44  39 1 1 1
   767  33  44  40 1 1 1
   768  33  44  41 1 1 1
   769  33  44  42 1 1 1
   770  33  44  43 1 1 1
   771  33  44  44 1 1 1
   772  33  44  45 1 1 1
   773  33  44  46 1 1 1
   774  33  44  47 1 1 1
   775  33  44  48 1 1 1
   776  33  44  49 1 1 1
   777  33  44  50 1 1 1
   778  33  45  33 1 1 1
   779  33  45  34 1 1 1
   780  33  45  35 1 1 1
   781  33  45  36 1 1 1
   782  33  45  37 1 1 1
   783  33  45  38 1 1 1
   784  33  45  39 1 1 1
   785  33  45  40 1 1 1
   786  33  45  41 1 1 1
   787  33  45  42 1 1 1
   788  33  45  43 1 1 1
   789  33  45  44 1 1 1
   790  33  45  45 1 1 1
   791  33  45  46 1 1 1
   792  33  45  47 1 1 1
   793  33  45  48 1 1 1
   794  33  45  49 1 1 1
   795  33  46  33 1 1 1
   796  33  46  34 1 1 1
   797  33  46  35 1 1 1
   798  33  46  36 1 1 1
   799  33  46  37 1 1 1
   800  33  46  38 1 1 1
   801  33  46  39 1 1 1
   802  33  46  40 1 1 1
   803  33  46  41 1 1 1
   804  33  46  42 1 1 1
   805  33  46  43 1 1 1
   806  33  46  44 1 1 1
   807  33  46  45 1 1 1
   808  33  46  46 1 1 1
   809  33  46  47 1 1 1
   810  33  46  48 1 1 1
   811  33  46  49 1 1 1
   812  33  47  34 1 1 1
   813  33  47  35 1 1 1
   814  33  47  36 1 1 1
   815  33  47  37 1 1 1
   816  33  47  38 1 1 1
   817  33  47  39 1 1 1
   818  33  47  40 1 1 1
   819  33  47  41 1 1 1
   820  33  47  42 1 1 1
   821  33  47  43 1 1 1
   822  33  47  44 1 1 1
   823  33  47  45 1 1 1
   824  33  47  46 1 1 1
   825  33  47  47 1 1 1
   826  33  47  48 1 1 1
   827  33  48  35 1 1 1
   828  33  48  36 1 1 1
   829  33  48  37 1 1 1
   830  33  48  38 1 1 1
   831  33  48  39 1 1 1
   832  33  48  40 1 1 1
   833  33  48  41 1 1 1
   834  33  48  42 1 1 1
   835  33  48  43 1 1 1
   836  33  48  44 1 1 1
   837  33  48  45 1 1 1
   838  33  48  46 1 1 1
   839  33  48  47 1 1 1
   840  33  49  36 1 1 1
   841  33  49  37 1 1 1
   842  33  49  38 1 1 1
   843  33  49  39 1 1 1
   844  33  49  40 1 1 1
